Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value
710,South Africa,2018,Urban population (percent),,,66.4
710,South Africa,2018,Capital city population (thousands),Pretoria,"Pretoria is the administrative capital, Cape Town is the legislative capital and Bloemfontein is the judiciary capital.","2,378"
728,South Sudan,2005,Urban population (percent),,,17.2
728,South Sudan,2005,Urban population (percent growth rate per annum),,,4.6
728,South Sudan,2005,Rural population (percent growth rate per annum),,,3.7
728,South Sudan,2005,Capital city population (thousands),Juba,,202
728,South Sudan,2005,Capital city population (as a percentage of total population),Juba,,2.5
728,South Sudan,2005,Capital city population (as a percentage of total urban population),Juba,,14.5
728,South Sudan,2010,Urban population (percent),,,17.9
728,South Sudan,2010,Urban population (percent growth rate per annum),,,5.1
728,South Sudan,2010,Rural population (percent growth rate per annum),,,4.2
728,South Sudan,2010,Capital city population (thousands),Juba,,255
728,South Sudan,2010,Capital city population (as a percentage of total population),Juba,,2.5
728,South Sudan,2010,Capital city population (as a percentage of total urban population),Juba,,14.2
728,South Sudan,2015,Urban population (percent),,,18.9
728,South Sudan,2015,Urban population (percent growth rate per annum),,,4.4
728,South Sudan,2015,Rural population (percent growth rate per annum),,,3.1
728,South Sudan,2015,Capital city population (thousands),Juba,,321
728,South Sudan,2015,Capital city population (as a percentage of total population),Juba,,2.7
728,South Sudan,2015,Capital city population (as a percentage of total urban population),Juba,,14.3
728,South Sudan,2018,Urban population (percent),,,19.6
728,South Sudan,2018,Capital city population (thousands),Juba,,369
724,Spain,2005,Urban population (percent),,,77.3
724,Spain,2005,Urban population (percent growth rate per annum),,,1.7
724,Spain,2005,Rural population (percent growth rate per annum),,,0.6
724,Spain,2005,Capital city population (thousands),Madrid,,"5,383"
724,Spain,2005,Capital city population (as a percentage of total population),Madrid,,12.2
724,Spain,2005,Capital city population (as a percentage of total urban population),Madrid,,15.8
724,Spain,2010,Urban population (percent),,,78.4
724,Spain,2010,Urban population (percent growth rate per annum),,,1.5
724,Spain,2010,Rural population (percent growth rate per annum),,,0.1
724,Spain,2010,Capital city population (thousands),Madrid,,"5,787"
724,Spain,2010,Capital city population (as a percentage of total population),Madrid,,12.4
724,Spain,2010,Capital city population (as a percentage of total urban population),Madrid,,15.8
724,Spain,2015,Urban population (percent),,,79.6
724,Spain,2015,Urban population (percent growth rate per annum),,,0.1
724,Spain,2015,Rural population (percent growth rate per annum),,,-1.3
724,Spain,2015,Capital city population (thousands),Madrid,,"6,221"
724,Spain,2015,Capital city population (as a percentage of total population),Madrid,,13.4
724,Spain,2015,Capital city population (as a percentage of total urban population),Madrid,,16.8
724,Spain,2018,Urban population (percent),,,80.3
724,Spain,2018,Capital city population (thousands),Madrid,,"6,497"
144,Sri Lanka,2005,Urban population (percent),,,18.3
144,Sri Lanka,2005,Urban population (percent growth rate per annum),,,0.7
144,Sri Lanka,2005,Rural population (percent growth rate per annum),,,0.8
144,Sri Lanka,2005,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,614
144,Sri Lanka,2005,Capital city population (as a percentage of total population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,3.1
144,Sri Lanka,2005,Capital city population (as a percentage of total urban population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,17.2
144,Sri Lanka,2010,Urban population (percent),,,18.2
144,Sri Lanka,2010,Urban population (percent growth rate per annum),,,0.6
144,Sri Lanka,2010,Rural population (percent growth rate per annum),,,0.7
144,Sri Lanka,2010,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,574
144,Sri Lanka,2010,Capital city population (as a percentage of total population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,2.8
144,Sri Lanka,2010,Capital city population (as a percentage of total urban population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,15.6
144,Sri Lanka,2015,Urban population (percent),,,18.3
144,Sri Lanka,2015,Urban population (percent growth rate per annum),,,0.5
144,Sri Lanka,2015,Rural population (percent growth rate per annum),,,0.5
144,Sri Lanka,2015,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,581
144,Sri Lanka,2015,Capital city population (as a percentage of total population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,2.8
144,Sri Lanka,2015,Capital city population (as a percentage of total urban population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,15.4
144,Sri Lanka,2018,Urban population (percent),,,18.5
144,Sri Lanka,2018,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,600
275,State of Palestine,2005,Urban population (percent),,,73.1
275,State of Palestine,2005,Urban population (percent growth rate per annum),,,2.4
275,State of Palestine,2005,Rural population (percent growth rate per annum),,,1.3
275,State of Palestine,2010,Urban population (percent),,,74.1
275,State of Palestine,2010,Urban population (percent growth rate per annum),,,2.9
275,State of Palestine,2010,Rural population (percent growth rate per annum),,,1.7
275,State of Palestine,2015,Urban population (percent),,,75.4
275,State of Palestine,2015,Urban population (percent growth rate per annum),,,3.1
275,State of Palestine,2015,Rural population (percent growth rate per annum),,,1.8
275,State of Palestine,2018,Urban population (percent),,,76.2
275,State of Palestine,2018,Capital city population (thousands),East Jerusalem,Designation and data provided by the State of Palestine. The position of the UN on Jerusalem is stated in A/RES/181 (II) and subsequent General Assembly and Security Council resolutions.,275
729,Sudan,2005,Urban population (percent),,,32.8
729,Sudan,2005,Urban population (percent growth rate per annum),,,2.7
729,Sudan,2005,Rural population (percent growth rate per annum),,,2.4
729,Sudan,2005,Capital city population (thousands),Khartoum,,"3,979"
729,Sudan,2005,Capital city population (as a percentage of total population),Khartoum,,12.9
729,Sudan,2005,Capital city population (as a percentage of total urban population),Khartoum,,39.3
729,Sudan,2010,Urban population (percent),,,33.1
729,Sudan,2010,Urban population (percent growth rate per annum),,,2.3
729,Sudan,2010,Rural population (percent growth rate per annum),,,2
729,Sudan,2010,Capital city population (thousands),Khartoum,,"4,517"
729,Sudan,2010,Capital city population (as a percentage of total population),Khartoum,,13.1
729,Sudan,2010,Capital city population (as a percentage of total urban population),Khartoum,,39.7
729,Sudan,2015,Urban population (percent),,,33.9
729,Sudan,2015,Urban population (percent growth rate per annum),,,2.8
729,Sudan,2015,Rural population (percent growth rate per annum),,,2.1
729,Sudan,2015,Capital city population (thousands),Khartoum,,"5,128"
729,Sudan,2015,Capital city population (as a percentage of total population),Khartoum,,13.3
729,Sudan,2015,Capital city population (as a percentage of total urban population),Khartoum,,39.2
729,Sudan,2018,Urban population (percent),,,34.6
729,Sudan,2018,Capital city population (thousands),Khartoum,,"5,534"
740,Suriname,2005,Urban population (percent),,,66.7
740,Suriname,2005,Urban population (percent growth rate per annum),,,1.2
740,Suriname,2005,Rural population (percent growth rate per annum),,,1
740,Suriname,2010,Urban population (percent),,,66.3
740,Suriname,2010,Urban population (percent growth rate per annum),,,1
740,Suriname,2010,Rural population (percent growth rate per annum),,,1.3
740,Suriname,2015,Urban population (percent),,,66.1
740,Suriname,2015,Urban population (percent growth rate per annum),,,0.9
740,Suriname,2015,Rural population (percent growth rate per annum),,,1.2
740,Suriname,2018,Urban population (percent),,,66.1
740,Suriname,2018,Capital city population (thousands),Paramaribo,,239
752,Sweden,2005,Urban population (percent),,,84.3
752,Sweden,2005,Urban population (percent growth rate per annum),,,0.4
752,Sweden,2005,Rural population (percent growth rate per annum),,,0
752,Sweden,2005,Capital city population (thousands),Stockholm,,"1,248"
752,Sweden,2005,Capital city population (as a percentage of total population),Stockholm,,13.8
752,Sweden,2005,Capital city population (as a percentage of total urban population),Stockholm,,16.4
752,Sweden,2010,Urban population (percent),,,85.1
752,Sweden,2010,Urban population (percent growth rate per annum),,,0.9
752,Sweden,2010,Rural population (percent growth rate per annum),,,-0.2
752,Sweden,2010,Capital city population (thousands),Stockholm,,"1,360"
752,Sweden,2010,Capital city population (as a percentage of total population),Stockholm,,14.5
752,Sweden,2010,Capital city population (as a percentage of total urban population),Stockholm,,17
752,Sweden,2015,Urban population (percent),,,86.6
752,Sweden,2015,Urban population (percent growth rate per annum),,,1.1
752,Sweden,2015,Rural population (percent growth rate per annum),,,-1.3
752,Sweden,2015,Capital city population (thousands),Stockholm,,"1,495"
752,Sweden,2015,Capital city population (as a percentage of total population),Stockholm,,15.3
752,Sweden,2015,Capital city population (as a percentage of total urban population),Stockholm,,17.7
752,Sweden,2018,Urban population (percent),,,87.4
752,Sweden,2018,Capital city population (thousands),Stockholm,,"1,583"
756,Switzerland,2005,Urban population (percent),,,73.5
756,Switzerland,2005,Urban population (percent growth rate per annum),,,0.7
756,Switzerland,2005,Rural population (percent growth rate per annum),,,0.6
756,Switzerland,2005,Capital city population (thousands),Bern,,367
756,Switzerland,2005,Capital city population (as a percentage of total population),Bern,,5
756,Switzerland,2005,Capital city population (as a percentage of total urban population),Bern,,6.7
756,Switzerland,2010,Urban population (percent),,,73.6
756,Switzerland,2010,Urban population (percent growth rate per annum),,,1.1
756,Switzerland,2010,Rural population (percent growth rate per annum),,,1
756,Switzerland,2010,Capital city population (thousands),Bern,,387
756,Switzerland,2010,Capital city population (as a percentage of total population),Bern,,4.9
756,Switzerland,2010,Capital city population (as a percentage of total urban population),Bern,,6.7
756,Switzerland,2015,Urban population (percent),,,73.7
756,Switzerland,2015,Urban population (percent growth rate per annum),,,1.2
756,Switzerland,2015,Rural population (percent growth rate per annum),,,1.1
756,Switzerland,2015,Capital city population (thousands),Bern,,409
756,Switzerland,2015,Capital city population (as a percentage of total population),Bern,,4.9
756,Switzerland,2015,Capital city population (as a percentage of total urban population),Bern,,6.7
756,Switzerland,2018,Urban population (percent),,,73.8
756,Switzerland,2018,Capital city population (thousands),Bern,,422
760,Syrian Arab Republic,2005,Urban population (percent),,,53.8
760,Syrian Arab Republic,2005,Urban population (percent growth rate per annum),,,2.9
760,Syrian Arab Republic,2005,Rural population (percent growth rate per annum),,,1.4
760,Syrian Arab Republic,2005,Capital city population (thousands),Damascus,,"2,200"
760,Syrian Arab Republic,2005,Capital city population (as a percentage of total population),Damascus,,12
760,Syrian Arab Republic,2005,Capital city population (as a percentage of total urban population),Damascus,,22.4
760,Syrian Arab Republic,2010,Urban population (percent),,,55.6
760,Syrian Arab Republic,2010,Urban population (percent growth rate per annum),,,3.4
760,Syrian Arab Republic,2010,Rural population (percent growth rate per annum),,,2
760,Syrian Arab Republic,2010,Capital city population (thousands),Damascus,,"2,401"
760,Syrian Arab Republic,2010,Capital city population (as a percentage of total population),Damascus,,11.4
760,Syrian Arab Republic,2010,Capital city population (as a percentage of total urban population),Damascus,,20.5
760,Syrian Arab Republic,2015,Urban population (percent),,,52.2
760,Syrian Arab Republic,2015,Urban population (percent growth rate per annum),,,-3.6
760,Syrian Arab Republic,2015,Rural population (percent growth rate per annum),,,-0.8
760,Syrian Arab Republic,2015,Capital city population (thousands),Damascus,,"2,223"
760,Syrian Arab Republic,2015,Capital city population (as a percentage of total population),Damascus,,11.9
760,Syrian Arab Republic,2015,Capital city population (as a percentage of total urban population),Damascus,,22.7
760,Syrian Arab Republic,2018,Urban population (percent),,,54.2
760,Syrian Arab Republic,2018,Capital city population (thousands),Damascus,,"2,320"
762,Tajikistan,2005,Urban population (percent),,,26.5
762,Tajikistan,2005,Urban population (percent growth rate per annum),,,2
762,Tajikistan,2005,Rural population (percent growth rate per annum),,,2
762,Tajikistan,2005,Capital city population (thousands),Dushanbe,,640
762,Tajikistan,2005,Capital city population (as a percentage of total population),Dushanbe,,9.3
762,Tajikistan,2005,Capital city population (as a percentage of total urban population),Dushanbe,,35.2
762,Tajikistan,2010,Urban population (percent),,,26.5
762,Tajikistan,2010,Urban population (percent growth rate per annum),,,2.2
762,Tajikistan,2010,Rural population (percent growth rate per annum),,,2.2
762,Tajikistan,2010,Capital city population (thousands),Dushanbe,,721
762,Tajikistan,2010,Capital city population (as a percentage of total population),Dushanbe,,9.4
762,Tajikistan,2010,Capital city population (as a percentage of total urban population),Dushanbe,,35.6
762,Tajikistan,2015,Urban population (percent),,,26.7
762,Tajikistan,2015,Urban population (percent growth rate per annum),,,2.4
762,Tajikistan,2015,Rural population (percent growth rate per annum),,,2.2
762,Tajikistan,2015,Capital city population (thousands),Dushanbe,,812
762,Tajikistan,2015,Capital city population (as a percentage of total population),Dushanbe,,9.5
762,Tajikistan,2015,Capital city population (as a percentage of total urban population),Dushanbe,,35.5
762,Tajikistan,2018,Urban population (percent),,,27.1
762,Tajikistan,2018,Capital city population (thousands),Dushanbe,,873
764,Thailand,2005,Urban population (percent),,,37.4
764,Thailand,2005,Urban population (percent growth rate per annum),,,4.3
764,Thailand,2005,Rural population (percent growth rate per annum),,,-1.1
764,Thailand,2005,Capital city population (thousands),Bangkok,,"7,272"
764,Thailand,2005,Capital city population (as a percentage of total population),Bangkok,,11.1
764,Thailand,2005,Capital city population (as a percentage of total urban population),Bangkok,,29.7
764,Thailand,2010,Urban population (percent),,,43.9
764,Thailand,2010,Urban population (percent growth rate per annum),,,3.7
764,Thailand,2010,Rural population (percent growth rate per annum),,,-1.6
764,Thailand,2010,Capital city population (thousands),Bangkok,,"8,269"
764,Thailand,2010,Capital city population (as a percentage of total population),Bangkok,,12.3
764,Thailand,2010,Capital city population (as a percentage of total urban population),Bangkok,,28.1
764,Thailand,2015,Urban population (percent),,,47.7
764,Thailand,2015,Urban population (percent growth rate per annum),,,2.1
764,Thailand,2015,Rural population (percent growth rate per annum),,,-1
764,Thailand,2015,Capital city population (thousands),Bangkok,,"9,403"
764,Thailand,2015,Capital city population (as a percentage of total population),Bangkok,,13.7
764,Thailand,2015,Capital city population (as a percentage of total urban population),Bangkok,,28.7
764,Thailand,2018,Urban population (percent),,,49.9
764,Thailand,2018,Capital city population (thousands),Bangkok,,"10,156"
807,TFYR of Macedonia,2005,Urban population (percent),,,57.5
807,TFYR of Macedonia,2005,Urban population (percent growth rate per annum),,,-0.1
807,TFYR of Macedonia,2005,Rural population (percent growth rate per annum),,,0.7
807,TFYR of Macedonia,2005,Capital city population (thousands),Skopje,,485
807,TFYR of Macedonia,2005,Capital city population (as a percentage of total population),Skopje,,23.6
807,TFYR of Macedonia,2005,Capital city population (as a percentage of total urban population),Skopje,,40.9
807,TFYR of Macedonia,2010,Urban population (percent),,,57.1
807,TFYR of Macedonia,2010,Urban population (percent growth rate per annum),,,-0.1
807,TFYR of Macedonia,2010,Rural population (percent growth rate per annum),,,0.3
807,TFYR of Macedonia,2010,Capital city population (thousands),Skopje,,521
807,TFYR of Macedonia,2010,Capital city population (as a percentage of total population),Skopje,,25.2
807,TFYR of Macedonia,2010,Capital city population (as a percentage of total urban population),Skopje,,44.1
807,TFYR of Macedonia,2015,Urban population (percent),,,57.4
807,TFYR of Macedonia,2015,Urban population (percent growth rate per annum),,,0.2
807,TFYR of Macedonia,2015,Rural population (percent growth rate per annum),,,-0.1
807,TFYR of Macedonia,2015,Capital city population (thousands),Skopje,,560
807,TFYR of Macedonia,2015,Capital city population (as a percentage of total population),Skopje,,26.9
807,TFYR of Macedonia,2015,Capital city population (as a percentage of total urban population),Skopje,,46.9
807,TFYR of Macedonia,2018,Urban population (percent),,,58
807,TFYR of Macedonia,2018,Capital city population (thousands),Skopje,,584
626,Timor-Leste,2005,Urban population (percent),,,26
626,Timor-Leste,2005,Urban population (percent growth rate per annum),,,4.7
626,Timor-Leste,2005,Rural population (percent growth rate per annum),,,2.8
626,Timor-Leste,2010,Urban population (percent),,,27.7
626,Timor-Leste,2010,Urban population (percent growth rate per annum),,,2.8
626,Timor-Leste,2010,Rural population (percent growth rate per annum),,,1.1
626,Timor-Leste,2015,Urban population (percent),,,29.5
626,Timor-Leste,2015,Urban population (percent growth rate per annum),,,3.5
626,Timor-Leste,2015,Rural population (percent growth rate per annum),,,1.7
626,Timor-Leste,2018,Urban population (percent),,,30.6
626,Timor-Leste,2018,Capital city population (thousands),Dili,,281
768,Togo,2005,Urban population (percent),,,35.2
768,Togo,2005,Urban population (percent growth rate per annum),,,4
768,Togo,2005,Rural population (percent growth rate per annum),,,2
768,Togo,2005,Capital city population (thousands),Lomé,,"1,315"
768,Togo,2005,Capital city population (as a percentage of total population),Lomé,,23.1
768,Togo,2005,Capital city population (as a percentage of total urban population),Lomé,,65.8
768,Togo,2010,Urban population (percent),,,37.5
768,Togo,2010,Urban population (percent growth rate per annum),,,4
768,Togo,2010,Rural population (percent growth rate per annum),,,2
768,Togo,2010,Capital city population (thousands),Lomé,,"1,466"
768,Togo,2010,Capital city population (as a percentage of total population),Lomé,,22.6
768,Togo,2010,Capital city population (as a percentage of total urban population),Lomé,,60.1
768,Togo,2015,Urban population (percent),,,40.1
768,Togo,2015,Urban population (percent growth rate per annum),,,4
768,Togo,2015,Rural population (percent growth rate per annum),,,1.8
768,Togo,2015,Capital city population (thousands),Lomé,,"1,635"
768,Togo,2015,Capital city population (as a percentage of total population),Lomé,,22
768,Togo,2015,Capital city population (as a percentage of total urban population),Lomé,,55
768,Togo,2018,Urban population (percent),,,41.7
768,Togo,2018,Capital city population (thousands),Lomé,,"1,746"
772,Tokelau,2005,Urban population (percent),,,0
772,Tokelau,2005,Urban population (percent growth rate per annum),,,0
772,Tokelau,2005,Rural population (percent growth rate per annum),,,-5
772,Tokelau,2010,Urban population (percent),,,0
772,Tokelau,2010,Urban population (percent growth rate per annum),,,0
772,Tokelau,2010,Rural population (percent growth rate per annum),,,-1.2
772,Tokelau,2015,Urban population (percent),,,0
772,Tokelau,2015,Urban population (percent growth rate per annum),,,0
772,Tokelau,2015,Rural population (percent growth rate per annum),,,1.9
772,Tokelau,2018,Urban population (percent),,,0
776,Tonga,2005,Urban population (percent),,,23.2
776,Tonga,2005,Urban population (percent growth rate per annum),,,0.7
776,Tonga,2005,Rural population (percent growth rate per annum),,,0.6
776,Tonga,2010,Urban population (percent),,,23.4
776,Tonga,2010,Urban population (percent growth rate per annum),,,0.8
776,Tonga,2010,Rural population (percent growth rate per annum),,,0.5
776,Tonga,2015,Urban population (percent),,,23.3
776,Tonga,2015,Urban population (percent growth rate per annum),,,0.3
776,Tonga,2015,Rural population (percent growth rate per annum),,,0.5
776,Tonga,2018,Urban population (percent),,,23.1
776,Tonga,2018,Capital city population (thousands),Nuku'alofa,,23
780,Trinidad and Tobago,2005,Urban population (percent),,,55
780,Trinidad and Tobago,2005,Urban population (percent growth rate per annum),,,0.1
780,Trinidad and Tobago,2005,Rural population (percent growth rate per annum),,,0.9
780,Trinidad and Tobago,2005,Capital city population (thousands),Port of Spain,,547
780,Trinidad and Tobago,2005,Capital city population (as a percentage of total population),Port of Spain,,42.2
780,Trinidad and Tobago,2005,Capital city population (as a percentage of total urban population),Port of Spain,,76.8
780,Trinidad and Tobago,2010,Urban population (percent),,,54
780,Trinidad and Tobago,2010,Urban population (percent growth rate per annum),,,0.1
780,Trinidad and Tobago,2010,Rural population (percent growth rate per annum),,,0.9
780,Trinidad and Tobago,2010,Capital city population (thousands),Port of Spain,,546
780,Trinidad and Tobago,2010,Capital city population (as a percentage of total population),Port of Spain,,41.1
780,Trinidad and Tobago,2010,Capital city population (as a percentage of total urban population),Port of Spain,,76.1
780,Trinidad and Tobago,2015,Urban population (percent),,,53.3
780,Trinidad and Tobago,2015,Urban population (percent growth rate per annum),,,0.2
780,Trinidad and Tobago,2015,Rural population (percent growth rate per annum),,,0.8
780,Trinidad and Tobago,2015,Capital city population (thousands),Port of Spain,,545
780,Trinidad and Tobago,2015,Capital city population (as a percentage of total population),Port of Spain,,40.1
780,Trinidad and Tobago,2015,Capital city population (as a percentage of total urban population),Port of Spain,,75.2
780,Trinidad and Tobago,2018,Urban population (percent),,,53.2
780,Trinidad and Tobago,2018,Capital city population (thousands),Port of Spain,,544
788,Tunisia,2005,Urban population (percent),,,65.2
788,Tunisia,2005,Urban population (percent growth rate per annum),,,1.4
788,Tunisia,2005,Rural population (percent growth rate per annum),,,-0.2
788,Tunisia,2005,Capital city population (thousands),Tunis,,"1,859"
788,Tunisia,2005,Capital city population (as a percentage of total population),Tunis,,18.4
788,Tunisia,2005,Capital city population (as a percentage of total urban population),Tunis,,28.2
788,Tunisia,2010,Urban population (percent),,,66.7
788,Tunisia,2010,Urban population (percent growth rate per annum),,,1.5
788,Tunisia,2010,Rural population (percent growth rate per annum),,,0.2
788,Tunisia,2010,Capital city population (thousands),Tunis,,"2,014"
788,Tunisia,2010,Capital city population (as a percentage of total population),Tunis,,18.9
788,Tunisia,2010,Capital city population (as a percentage of total urban population),Tunis,,28.4
788,Tunisia,2015,Urban population (percent),,,68.1
788,Tunisia,2015,Urban population (percent growth rate per annum),,,1.6
788,Tunisia,2015,Rural population (percent growth rate per annum),,,0.3
788,Tunisia,2015,Capital city population (thousands),Tunis,,"2,183"
788,Tunisia,2015,Capital city population (as a percentage of total population),Tunis,,19.4
788,Tunisia,2015,Capital city population (as a percentage of total urban population),Tunis,,28.5
788,Tunisia,2018,Urban population (percent),,,68.9
788,Tunisia,2018,Capital city population (thousands),Tunis,,"2,291"
792,Turkey,2005,Urban population (percent),,,67.8
792,Turkey,2005,Urban population (percent growth rate per annum),,,2.4
792,Turkey,2005,Rural population (percent growth rate per annum),,,-0.4
792,Turkey,2005,Capital city population (thousands),Ankara,,"3,638"
792,Turkey,2005,Capital city population (as a percentage of total population),Ankara,,5.4
792,Turkey,2005,Capital city population (as a percentage of total urban population),Ankara,,7.9
792,Turkey,2010,Urban population (percent),,,70.8
792,Turkey,2010,Urban population (percent growth rate per annum),,,2.1
792,Turkey,2010,Rural population (percent growth rate per annum),,,-0.7
792,Turkey,2010,Capital city population (thousands),Ankara,,"4,166"
792,Turkey,2010,Capital city population (as a percentage of total population),Ankara,,5.8
792,Turkey,2010,Capital city population (as a percentage of total urban population),Ankara,,8.1
792,Turkey,2015,Urban population (percent),,,73.6
792,Turkey,2015,Urban population (percent growth rate per annum),,,2.4
792,Turkey,2015,Rural population (percent growth rate per annum),,,-0.4
792,Turkey,2015,Capital city population (thousands),Ankara,,"4,633"
792,Turkey,2015,Capital city population (as a percentage of total population),Ankara,,5.9
792,Turkey,2015,Capital city population (as a percentage of total urban population),Ankara,,8
792,Turkey,2018,Urban population (percent),,,75.1
792,Turkey,2018,Capital city population (thousands),Ankara,,"4,919"
795,Turkmenistan,2005,Urban population (percent),,,47.1
795,Turkmenistan,2005,Urban population (percent growth rate per annum),,,1.5
795,Turkmenistan,2005,Rural population (percent growth rate per annum),,,0.6
795,Turkmenistan,2005,Capital city population (thousands),Ashgabat,,592
795,Turkmenistan,2005,Capital city population (as a percentage of total population),Ashgabat,,12.4
795,Turkmenistan,2005,Capital city population (as a percentage of total urban population),Ashgabat,,26.4
795,Turkmenistan,2010,Urban population (percent),,,48.5
795,Turkmenistan,2010,Urban population (percent growth rate per annum),,,2
795,Turkmenistan,2010,Rural population (percent growth rate per annum),,,0.8
795,Turkmenistan,2010,Capital city population (thousands),Ashgabat,,668
795,Turkmenistan,2010,Capital city population (as a percentage of total population),Ashgabat,,13.1
795,Turkmenistan,2010,Capital city population (as a percentage of total urban population),Ashgabat,,27.1
795,Turkmenistan,2015,Urban population (percent),,,50.3
795,Turkmenistan,2015,Urban population (percent growth rate per annum),,,2.5
795,Turkmenistan,2015,Rural population (percent growth rate per annum),,,1.1
795,Turkmenistan,2015,Capital city population (thousands),Ashgabat,,753
795,Turkmenistan,2015,Capital city population (as a percentage of total population),Ashgabat,,13.5
795,Turkmenistan,2015,Capital city population (as a percentage of total urban population),Ashgabat,,26.9
795,Turkmenistan,2018,Urban population (percent),,,51.6
795,Turkmenistan,2018,Capital city population (thousands),Ashgabat,,810
796,Turks and Caicos Islands,2001,Urban population (percent),,,85.4
796,Turks and Caicos Islands,2001,Capital city population (thousands),Cockburn Town,,0
796,Turks and Caicos Islands,2005,Urban population (percent),,,87.7
796,Turks and Caicos Islands,2005,Urban population (percent growth rate per annum),,,7.5
796,Turks and Caicos Islands,2005,Rural population (percent growth rate per annum),,,2.1
796,Turks and Caicos Islands,2010,Urban population (percent),,,90.2
796,Turks and Caicos Islands,2010,Urban population (percent growth rate per annum),,,3.7
796,Turks and Caicos Islands,2010,Rural population (percent growth rate per annum),,,-1.4
796,Turks and Caicos Islands,2015,Urban population (percent),,,92.2
796,Turks and Caicos Islands,2015,Urban population (percent growth rate per annum),,,2.5
796,Turks and Caicos Islands,2015,Rural population (percent growth rate per annum),,,-2.4
796,Turks and Caicos Islands,2018,Urban population (percent),,,93.1
798,Tuvalu,2005,Urban population (percent),,,49.7
798,Tuvalu,2005,Urban population (percent growth rate per annum),,,2.8
798,Tuvalu,2005,Rural population (percent growth rate per annum),,,-0.2
798,Tuvalu,2010,Urban population (percent),,,54.8
798,Tuvalu,2010,Urban population (percent growth rate per annum),,,2.9
798,Tuvalu,2010,Rural population (percent growth rate per annum),,,-1.2
798,Tuvalu,2015,Urban population (percent),,,59.7
798,Tuvalu,2015,Urban population (percent growth rate per annum),,,2.6
798,Tuvalu,2015,Rural population (percent growth rate per annum),,,-1.4
798,Tuvalu,2018,Urban population (percent),,,62.4
798,Tuvalu,2018,Capital city population (thousands),Funafuti,,7
800,Uganda,2005,Urban population (percent),,,17
800,Uganda,2005,Urban population (percent growth rate per annum),,,6.2
800,Uganda,2005,Rural population (percent growth rate per annum),,,2.9
800,Uganda,2005,Capital city population (thousands),Kampala,,"1,576"
800,Uganda,2005,Capital city population (as a percentage of total population),Kampala,,5.5
800,Uganda,2005,Capital city population (as a percentage of total urban population),Kampala,,32.6
800,Uganda,2010,Urban population (percent),,,19.4
800,Uganda,2010,Urban population (percent growth rate per annum),,,6.1
800,Uganda,2010,Rural population (percent growth rate per annum),,,2.9
800,Uganda,2010,Capital city population (thousands),Kampala,,"2,016"
800,Uganda,2010,Capital city population (as a percentage of total population),Kampala,,5.9
800,Uganda,2010,Capital city population (as a percentage of total urban population),Kampala,,30.7
800,Uganda,2015,Urban population (percent),,,22.1
800,Uganda,2015,Urban population (percent growth rate per annum),,,6
800,Uganda,2015,Rural population (percent growth rate per annum),,,2.7
800,Uganda,2015,Capital city population (thousands),Kampala,,"2,577"
800,Uganda,2015,Capital city population (as a percentage of total population),Kampala,,6.4
800,Uganda,2015,Capital city population (as a percentage of total urban population),Kampala,,29.1
800,Uganda,2018,Urban population (percent),,,23.8
800,Uganda,2018,Capital city population (thousands),Kampala,,"2,986"
804,Ukraine,2005,Urban population (percent),,,67.8
804,Ukraine,2005,Urban population (percent growth rate per annum),,,-0.6
804,Ukraine,2005,Rural population (percent growth rate per annum),,,-1.2
804,Ukraine,2005,Capital city population (thousands),Kyiv,,"2,673"
804,Ukraine,2005,Capital city population (as a percentage of total population),Kyiv,,5.7
804,Ukraine,2005,Capital city population (as a percentage of total urban population),Kyiv,,8.4
804,Ukraine,2010,Urban population (percent),,,68.6
804,Ukraine,2010,Urban population (percent growth rate per annum),,,-0.2
804,Ukraine,2010,Rural population (percent growth rate per annum),,,-1
804,Ukraine,2010,Capital city population (thousands),Kyiv,,"2,795"
804,Ukraine,2010,Capital city population (as a percentage of total population),Kyiv,,6.1
804,Ukraine,2010,Capital city population (as a percentage of total urban population),Kyiv,,8.9
804,Ukraine,2015,Urban population (percent),,,69.1
804,Ukraine,2015,Urban population (percent growth rate per annum),,,-0.4
804,Ukraine,2015,Rural population (percent growth rate per annum),,,-0.8
804,Ukraine,2015,Capital city population (thousands),Kyiv,,"2,895"
804,Ukraine,2015,Capital city population (as a percentage of total population),Kyiv,,6.5
804,Ukraine,2015,Capital city population (as a percentage of total urban population),Kyiv,,9.4
804,Ukraine,2018,Urban population (percent),,,69.4
804,Ukraine,2018,Capital city population (thousands),Kyiv,,"2,957"
